NUMBER	SwissProt ID (DUB)	SwissProt ID (Substrate)	SwissProt AC (DUB)	SwissProt AC (Substrate)	Gene Symbol (DUB)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	DUBTYPE	COUNT	type	species
590	UBP12_HUMAN	PHLP1_HUMAN	O75317	O60346	USP12	PHLPP1	MEDLINE	25121098	USP11 stabilizes IKK-alpha to stabilize and activate p53	USP	1	Training data	H.sapiens
591	U17L2_HUMAN	SDS3_HUMAN	Q6R6M4	Q9H7L9	USP17L2	SUDS3	MEDLINE	22662218	We previously reported that the <span class="match term0">USP17</span> deubiquitinating enzyme having hyaluronan binding motifs (HABMs) interacts with human <span class="match term1">SDS3</span> (suppressor of defective silencing 3) and specifically deubiquitinates Lys-63 branched polyubiquitination of <span class="match term1">SDS3</span> resulting in negative regulation of histone deacetylase (HDAC) activity in cancer cells	USP	1	Other	H.sapiens
592	UBP16_HUMAN	PLK1_HUMAN	Q9Y5T5	P53350	USP16	PLK1	MEDLINE	28188342	ubiquitinspecific peptidase 16 (<span class="match term0">Usp16</span>) was identified as a <span class="match term1">PLK1</span> interacting protein in a co-immunoprecipitation (co-IP) assay in a PBD-dependent manner	USP	1	Training data	H.sapiens
593	UBP11_HUMAN	PML_HUMAN	P51784	P29590	USP11	PML	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
594	UBP7_HUMAN	PML_HUMAN	Q93009	P29590	USP7	PML	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
595	OTUB1_HUMAN	FOXM1_HUMAN	Q96FW1	Q08050	OTUB1	FOXM1	MEDLINE	27167337	<span class="match term0">OTUB1</span>-catalyzed deubiquitination of <span class="match term1">FOXM1</span> facilitates tumor progression and predicts a poor prognosis in ovarian cancer	OTU	1	Training data	H.sapiens
596	UBP4_HUMAN	RHEB_HUMAN	Q13107	Q15382	USP4	RHEB	MEDLINE	30514904	EGF enhances the deubiquitination of <span class="match term1">Rheb</span> through AKT-dependent <span class="match term0">USP4</span> phosphorylation, leading to the release of <span class="match term1">Rheb</span> from the TSC complex	USP	1	Other	H.sapiens
597	UBP7_HUMAN	RARA_HUMAN	Q93009	P10276	USP7	RARA	MEDLINE	23208507	overexpression or depletion of USP37 caused an increase or decrease of PLZF/<span class="match term1">RARA</span> protein half-life, correlating with down- or upregulation of PLZF/<span class="match term1">RARA</span> poly-ubiquitination, respectively. By PLZF/<span class="match term1">RARA</span>-transduced primary mouse hematopoietic progenitor cells, we demonstrated that Usp37 knockdown alleviated PLZF/<span class="match term1">RARA</span>-mediated target gene suppression and cell transformation potential	USP	1	Other	H.sapiens
598	USP9X_HUMAN	PTGES_HUMAN	Q93008	O14684	USP9X	PTGES	MEDLINE	31285948	Stabilization of <span class="match term1">PTGES</span> by deubiquitinase <span class="match term0">USP9X</span> promotes metastatic features of lung cancer via PGE2 signaling	USP	1	Other	H.sapiens
599	UBP7_HUMAN	PHF8_HUMAN	Q93009	Q9UPP1	USP7	PHF8	MEDLINE	27183383	Here, we report that <span class="match term1">PHF8</span> physically associates with the deubiquitinase <span class="match term0">USP7</span>.	USP	1	Training data	H.sapiens
600	UCHL1_HUMAN	HDAC6_HUMAN	P09936	Q9UBN7	UCHL1	HDAC6	MEDLINE	28540657	By reducing the production of lysine (K63)-linked ubiquitin chains, <span class="match term0">UCH-L1</span> inhibition decreases <span class="match term1">HDAC6</span> deacetylase activity and attenuates the interaction of <span class="match term1">HDAC6</span> and tau protein, finally leading to tau aggresome formation impairment. 	UCH	1	Other	H.sapiens
601	UBP10_HUMAN	NUP62_HUMAN	Q14694	P37198	USP10	NUP62	MEDLINE	30469013	<span class="match term0">USP10</span> interacted with the ubiquitin receptor <span class="match term1">p62</span> and the interaction augmented <span class="match term1">p62</span>-dependent ubiquitinated protein aggregation and aggresome formation, thereby cooperatively inhibiting apoptosis	USP	1	Other	H.sapiens
602	UCHL5_HUMAN	E2F1_HUMAN	Q9Y5K5	Q01094	UCHL5	E2F1	MEDLINE	26396186	Here we identify <span class="match term0">UCH37</span> as the first, to our knowledge, deubiquitinating enzyme for <span class="match term1">E2F1</span>.	UCH	1	Training data	H.sapiens
603	UBP1_HUMAN	FANCI_HUMAN	O94782	Q9NVI1	USP1	FANCI	MEDLINE	26430909	Monoubiquitination or ATR-dependent phosphorylation of <span class="match term1">FANCI</span> were not required for the FA core complex recruitment, but <span class="match term1">FANCI</span> deubiquitination by <span class="match term0">USP1</span> was.	USP	1	Training data	H.sapiens
604	UBP7_HUMAN	REST_HUMAN	Q93009	Q13127	USP7	REST	MEDLINE	28464229	Collectively, our data demonstrate that the hTPH2 NRSE-mediated promoter repression via <span class="match term1">NRSF</span> involves class I HDACs and is modulated by the <span class="match term0">ubiquitin-specific protease 7</span>-mediated deubiquitination and stabilization of <span class="match term1">NRSF</span>.	USP	1	Training data	H.sapiens
605	UBP1_HUMAN	TBL1R_HUMAN	O94782	Q9BZK7	USP1	TBL1XR1	MEDLINE	33102219	<span class="match term0">USP1</span> Maintains the Survival of Liver Circulating Tumor Cells by Deubiquitinating and Stabilizing <span class="match term1">TBLR1</span>	USP	1	Other	H.sapiens
606	UBP1_HUMAN	RS16_HUMAN	O94782	P62249	USP1	RPS16	MEDLINE	34154657	In this study, we revealed that <span class="match term0">USP1</span> interacts with <span class="match term1">RPS16</span>, thereby deubiquitinating and stabilizing <span class="match term1">RPS16</span> via its DUB activity on C90 site. 	USP	1	Other	H.sapiens
607	CYLD_HUMAN	M3K7_HUMAN	Q9NQC7	O43318	CYLD	MAP3K7	MEDLINE	22057290	The E3 ligase Itch and deubiquitinase <span class="match term0">Cyld</span> act together to regulate <span class="match term1">Tak1</span> and inflammation	USP	1	Other	H.sapiens
608	UBP16_HUMAN	MYC_HUMAN	Q9Y5T5	P01106	USP16	MYC	MEDLINE	33546726	<span class="match term0">USP16</span> regulates castration-resistant prostate cancer cell proliferation by deubiquitinating and stablizing c-<span class="match term1">Myc</span>	USP	1	Other	H.sapiens
609	UBP7_HUMAN	POLH_HUMAN	Q93009	Q9Y253	USP7	POLH	MEDLINE	25435364	<span class="match term0">USP7</span> directly serves as a specific DUB for Poleta	USP	1	Other	H.sapiens
610	UBP47_HUMAN	DPOLL_HUMAN	Q96K76	Q9UGP5	USP47	POLL	MEDLINE	25121098	DNA Pol beta is a component of the BER complex. It is ubiquitinated by Mule and CHIP and is deubiquitinated by <span class="match term0">USP47</span> 	USP	1	Training data	H.sapiens
611	USP9X_HUMAN	T2R13_HUMAN	Q93008	Q9NYV9	USP9X	TAS2R13	MEDLINE	27593927	<span class="match term0">USP9x</span> in turn stimulates JAG1 activity through two mechanisms: (1) through <span class="match term1">TRB3</span> deubiquitination and stabilization, and (2) through deubiquitination and activation of Mind Bomb 1, an E3 ligase required for JAG1 ubiquitination-mediated endocytosis and Notch activation.	USP	1	Other	H.sapiens
612	UBP7_HUMAN	GLI1_HUMAN	Q93009	P08151	USP7	GLI1	MEDLINE	26120032	Deubiquitination of Ci/<span class="match term1">Gli</span> by <span class="match term0">Usp7</span>/HAUSP regulates Hedgehog Signaling	USP	1	Training data	H.sapiens
613	UBP36_HUMAN	RPA1_HUMAN	Q9P275	O95602	USP36	POLR1A	MEDLINE	22902402	<span class="match term0">USP36</span>, the human ortholog of Ubp10, complements the ubp10Delta allele for RNAPI stability, pre-rRNA processing, and cell growth in yeast, suggesting that deubiquitination of RNAPI may be conserved in eukaryotes. 	USP	1	Other	H.sapiens
614	UBP11_HUMAN	ARI1A_HUMAN	P51784	O14497	USP11	ARID1A	MEDLINE	31914402	We identify that the E3 ligase TRIM32 and the deubiquitinase <span class="match term0">USP11</span> play key roles in controlling <span class="match term1">ARID1A</span> stability	USP	1	Other	H.sapiens
615	PSDE_HUMAN	PO5F1_HUMAN	O00487	Q01860	PSMD14	POU5F1	MEDLINE	28279784	28279784	JAMM	1	Training data	H.sapiens
616	UBP44_HUMAN	PO5F1_HUMAN	Q9H0E7	Q01860	USP44	POU5F1	MEDLINE	27919796	27919796	USP	1	Training data	H.sapiens
617	UBP10_HUMAN	SNAI2_HUMAN	Q14694	O43623	USP10	SNAI2	MEDLINE	29803676	Here, by using a genome wide siRNA screen for human deubiquitinating enzymes (DUBs), we identified <span class="match term0">USP10</span> as a deubiquitinase for <span class="match term1">Slug</span> in cancer cells.	USP	1	Training data	H.sapiens
618	UBP7_HUMAN	PO5F1_HUMAN	Q93009	Q01860	USP7	POU5F1	MEDLINE	27919796	27919796	USP	1	Training data	H.sapiens
619	UBP15_HUMAN	NRF1_HUMAN	Q9Y4E8	Q16656	USP15	NRF1	MEDLINE	27416755	we report that <span class="match term0">USP15</span> (Ubiquitin-Specific Protease 15) activates <span class="match term1">Nrf1</span> in the nucleus by stabilizing it through deubiquitination	USP	1	Other	H.sapiens
620	UBP43_HUMAN	ZEB1_HUMAN	Q70EL4	P37275	USP43	ZEB1	MEDLINE	33391437	Meanwhile, <span class="match term0">USP43</span> can deubiquitinate and stabilize the <span class="match term1">ZEB1</span> protein, which plays an important role in the function of colorectal cancer.	USP	1	Other	H.sapiens
621	CSN5_HUMAN	SNAI1_HUMAN	Q92905	O95863	COPS5	SNAI1	MEDLINE	29755680	Importantly, we demonstrated that <span class="match term0">COPS5</span> binds to <span class="match term1">SNAIL</span> and stabilizes its expression by deubiquitination	JAMM	1	Other	H.sapiens
622	UBP7_HUMAN	TP53B_HUMAN	Q93009	Q12888	USP7	TP53BP1	MEDLINE	28930533	<span class="match term1">53BP1</span> depletion induces mitotic defects such as disorientation of spindle poles attributed to extra centrosomes or mispositioning of centrosomes, leading to phenotypes similar to those in <span class="match term0">USP7</span>-deficient cells.	USP	1	Training data	H.sapiens
623	UBP7_HUMAN	NEK2_HUMAN	Q93009	P51955	USP7	NEK2	MEDLINE	29863498	Taken together, our data indicate that <span class="match term0">USP7</span> stabilizes <span class="match term1">NEK2</span> through deubiquitination of <span class="match term1">NEK2</span>, and inhibition of <span class="match term0">USP7</span> with P5091 depletes <span class="match term1">NEK2</span> protein	USP	1	Other	H.sapiens
624	UBP7_HUMAN	PPARG_HUMAN	Q93009	P37231	USP7	PPARG	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
625	UBP28_HUMAN	UCK1_HUMAN	Q96RU2	Q9HA47	USP28	UCK1	MEDLINE	31938050	We showed that deubiquitinase <span class="match term0">USP28</span> antagonized KLHL2-mediated polyubiquitylation of <span class="match term1">UCK1</span>.	USP	1	Other	H.sapiens
626	UBP7_HUMAN	CTNB1_HUMAN	Q93009	P35222	USP7	CTNNB1	MEDLINE	29045831	<span class="match term0">USP7</span> Is a Tumor-Specific WNT Activator for APC-Mutated Colorectal Cancer by Mediating <span class="match term1">BETA-CATENIN</span> Deubiquitination	USP	1	Training data	H.sapiens
627	UCHL5_HUMAN	SMO_HUMAN	Q9Y5K5	Q99835	UCHL5	SMO	MEDLINE	28992318	The deubiquitinase <span class="match term0">UCHL5</span>/UCH37 positively regulates Hedgehog signaling by deubiquitinating <span class="match term1">SMOOTHENED</span>	UCH	1	Training data	H.sapiens
628	OTUB1_HUMAN	NR4A1_HUMAN	Q96FW1	P22736	OTUB1	NR4A1	MEDLINE	30905540	We found that <span class="match term0">OTUB1</span> interacted with <span class="match term1">Nur77</span> to deubiquitinate it, thereby stabilizing <span class="match term1">Nur77</span> in an Asp88-dependent manner. 	OTU	1	Other	H.sapiens
629	UBP11_HUMAN	PRC1_HUMAN	P51784	O43663	USP11	PRC1	MEDLINE	29142505	29142505	USP	1	Training data	H.sapiens
630	ATX3_HUMAN	HDAC3_HUMAN	P54252	O15379	ATXN3	HDAC3	MEDLINE	29802126	<span class="match term0">ATXN3</span> Positively Regulates Type I IFN Antiviral Response by Deubiquitinating and Stabilizing <span class="match term1">HDAC3</span>	Josephin	1	Training data	H.sapiens
631	UBP26_HUMAN	PRC1_HUMAN	Q9BXU7	O43663	USP26	PRC1	MEDLINE	29142505	29142505	USP	1	Training data	H.sapiens
632	UBP7_HUMAN	PRC1_HUMAN	Q93009	O43663	USP7	PRC1	MEDLINE	29142505	29142505	USP	1	Training data	H.sapiens
633	UBP27_HUMAN	SNAI1_HUMAN	A6NNY8	O95863	USP27X	SNAI1	MEDLINE	30341066	Here, we performed an siRNA screen and identified <span class="match term0">USP27X</span> as a deubiquitinase that increases <span class="match term1">Snail1</span> stability	USP	1	Other	H.sapiens
634	UBP18_HUMAN	PTEN_HUMAN	Q9UMW8	P60484	USP18	PTEN	MEDLINE	29142505	29142505	USP	1	Training data	H.sapiens
635	UBP7_HUMAN	PTEN_HUMAN	Q93009	P60484	USP7	PTEN	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
636	UBP28_HUMAN	NOTC1_HUMAN	Q96RU2	P46531	USP28	NOTCH1	MEDLINE	32578360	Furthermore, cellular assays were conducted to confirm that Vismodegib could interact with the evolutionarily related deubiquitinases <span class="match term0">USP28</span> and USP25 and down-regulate the levels of the two enzymes' substrate proteins c-Myc, <span class="match term1">Notch1</span> and Tankyrase-1/2.	USP	1	Other	H.sapiens
637	USP9X_HUMAN	BCL10_HUMAN	Q93008	O95999	USP9X	BCL10	MEDLINE	23690623	Mechanistically, <span class="match term0">USP9X</span> interacts with <span class="match term1">Bcl10</span> of the Carma1-<span class="match term1">Bcl10</span>-Malt1 (CBM) complex and removes the TCR-induced ubiquitin chain from <span class="match term1">Bcl10</span>, which facilitates the association of Carma1 with Bcl0-Malt1.	USP	1	Other	H.sapiens
638	UBP2_HUMAN	PTH1R_HUMAN	O75604	Q03431	USP2	PTH1R	MEDLINE	26643174	<span class="match term0">Usp2</span> is a deubiquitination enzyme targeting various factors including CyclinD1 in cancer cells and PTH receptor 1 in osteoblasts	USP	1	Training data	H.sapiens
639	UBP4_HUMAN	TP4A3_HUMAN	Q13107	O75365	USP4	PTP4A3	MEDLINE	28279784	28279784	USP	1	Training data	H.sapiens
640	UBP15_HUMAN	FKBP5_HUMAN	Q9Y4E8	Q13451	USP15	FKBP5	MEDLINE	33135363	CONCLUSIONS: Our results show that <span class="match term0">USP15</span> exacerbates NP degradation by deubiquitinating and stabilizing <span class="match term1">FKBP5</span>	USP	1	Other	H.sapiens
641	UBP22_HUMAN	HIF1A_HUMAN	Q9UPT9	Q16665	USP22	HIF1A	MEDLINE	31776228	RESULTS: <span class="match term0">USP22</span> promotes hypoxia-induced HCC stemness and glycolysis by deubiquitinating and stabilising <span class="match term1">HIF1ALPHA</span>	USP	1	Other	H.sapiens
642	UCHL3_HUMAN	RA51B_HUMAN	P15374	O15315	UCHL3	RAD51B	MEDLINE	27941124	Mechanistically, in response to DNA damage, the deubiquitinase <span class="match term0">UCHL3</span> is phosphorylated and activated by ATM. <span class="match term0">UCHL3</span>, in turn, deubiquitinates <span class="match term1">RAD51</span> and promotes the binding between <span class="match term1">RAD51</span> and BRCA2.	UCH	1	Training data	H.sapiens
643	UBP33_HUMAN	RALB_HUMAN	Q8TEY7	P11234	USP33	RALB	MEDLINE	26445063	26445063	USP	1	Training data	H.sapiens
644	UBP10_HUMAN	AAPK2_HUMAN	Q14694	P54646	USP10	PRKAA2	MEDLINE	26876938	The deubiquitinase <span class="match term0">USP10</span> specifically removes ubiquitination on <span class="match term1">AMPKALPHA</span> to facilitate <span class="match term1">AMPKALPHA</span> phosphorylation by LKB1	USP	1	Training data	H.sapiens
645	ATX3_HUMAN	TERA_HUMAN	P54252	P55072	ATXN3	VCP	MEDLINE	17000876	We present evidence that <span class="match term0">atx3</span> may promote <span class="match term1">p97</span>-associated deubiquitination to facilitate the transfer of polypeptides from <span class="match term1">p97</span> to the proteasome	Josephin	1	Training data	H.sapiens
646	UBP7_HUMAN	ANDR_HUMAN	Q93009	P10275	USP7	AR	MEDLINE	26175158	We showed that <span class="match term0">USP7</span> associates with <span class="match term1">AR</span> in an androgen-dependent manner and mediates <span class="match term1">AR</span> deubiquitination	USP	1	Other	H.sapiens
647	UBP11_HUMAN	RANB9_HUMAN	P51784	Q96S59	USP11	RANBP9	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
648	UBP7_HUMAN	RB_HUMAN	Q93009	P06400	USP7	RB1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
649	UBP10_HUMAN	SMAD4_HUMAN	Q14694	Q13485	USP10	SMAD4	MEDLINE	31721429	In this study, using a functional screen of USPs siRNA library, we identified ubiquitin-specific proteases <span class="match term0">USP10</span> as a deubiquitinating enzyme (DUB) that sustains the protein level of <span class="match term1">Smad4</span> and activates TGF-beta signaling	USP	1	Other	H.sapiens
650	UBP15_HUMAN	RBX1_HUMAN	Q9Y4E8	P62877	USP15	RBX1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
651	CYLD_HUMAN	TF65_HUMAN	Q9NQC7	Q04206	CYLD	RELA	MEDLINE	29394249	29394249	USP	1	Other	H.sapiens
652	UBP7_HUMAN	TF65_HUMAN	Q93009	Q04206	USP7	RELA	MEDLINE	25121098	25121098	USP	1	Training data	H.sapiens
653	UBP15_HUMAN	REST_HUMAN	Q9Y4E8	Q13127	USP15	REST	MEDLINE	28279784	28279784	USP	1	Training data	H.sapiens
654	UBP7_HUMAN	MCL1_HUMAN	Q93009	Q07820	USP7	MCL1	MEDLINE	32802178	Conclusions: The deubiquitinase <span class="match term0">USP7</span>-mediated <span class="match term1">MCL-1</span> up-regulation enhances arsenic and BaP co-exposure-induced CSC-like property and tumorigenesis, providing the first evidence demonstrating that <span class="match term0">USP7</span> stabilizes <span class="match term1">MCL-1</span> protein during the tumorigenic process.	USP	1	Other	H.sapiens
655	USP9X_HUMAN	ERG_HUMAN	Q93008	P11308	USP9X	ERG	MEDLINE	24591637	we show that ubiquitin-specific peptidase 9, X-linked (<span class="match term0">USP9X</span>), a deubiquitinase enzyme, binds <span class="match term1">ERG</span> in VCaP prostate cancer cells expressing TMPRSS2-<span class="match term1">ERG</span> and deubiquitinates <span class="match term1">ERG</span> in vitro.	USP	1	Other	H.sapiens
656	UBP20_HUMAN	RIPK1_HUMAN	Q9Y2K6	Q13546	USP20	RIPK1	MEDLINE	30354204	TNF evoked -2-fold more <span class="match term1">RIPK1</span> ubiquitination in SMC-DN-<span class="match term0">USP20</span>-Tg than in control SMCs, and <span class="match term1">RIPK1</span> was deubiquitinated by purified <span class="match term0">USP20</span> in vitro.	USP	1	Training data	H.sapiens
657	UBP7_HUMAN	RIPK1_HUMAN	Q93009	Q13546	USP7	RIPK1	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
658	UCHL5_HUMAN	NFRKB_HUMAN	Q9Y5K5	Q6P4R8	UCHL5	NFRKB	MEDLINE	32351584	DRAIC combined with <span class="match term0">UCHL5</span> and attenuated binding of <span class="match term0">UCHL5</span> and <span class="match term1">NFRKB</span>, meanwhile promoting the degradation of <span class="match term1">NFRKB</span> via ubiquitination, and then inhibited the proliferation and metastasis of GC cells, which can be rescued by oe<span class="match term1">NFRKB</span>	UCH	1	Other	H.sapiens
