NUMBER	SwissProt ID (E3)	SwissProt ID (Substrate)	SwissProt AC (E3)	SwissProt AC (Substrate)	Gene Symbol (E3)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	E3TYPE	COUNT	type	species
1743	PIAS2_HUMAN	STAT1_HUMAN	O75928	P42224	PIAS2	STAT1	MEDLINE	12764129	We demonstrate that <span class="match term1">STAT1</span> is a substrate for SUMO modification and that <span class="match term0">PIASx</span>-alpha, but not PIAS1, functions as an E3 ligase to promote <span class="match term1">STAT1</span> modification	RING	1	Training data	H.sapiens
1744	PIAS4_HUMAN	TYY1_HUMAN	Q8N2W9	P25490	PIAS4	YY1	MEDLINE	17353273	We also discovered that <span class="match term0">PIASy</span>, a SUMO E3 ligase, is a novel <span class="match term1">YY1</span>-interacting protein and can stimulate the sumoylation of <span class="match term1">YY1</span> both in vitro and in vivo	RING	1	Training data	H.sapiens
1745	PIAS4_HUMAN	ETS1_HUMAN	Q8N2W9	P14921	PIAS4	ETS1	MEDLINE	17456046	Deletion analysis showed that the TAD (transcriptional activation domain), which has been identified as the interaction domain with <span class="match term0">PIASy</span>, was also required for <span class="match term1">Ets-1</span> ubiquitination and proteasomal degradation	RING	1	Training data	H.sapiens
1746	PINK1_HUMAN	VDAC1_HUMAN	Q9BXM7	P21796	PINK1	VDAC1	MEDLINE	32047033	Here, we demonstrate that <span class="match term1">VDAC1</span> can be either mono- or polyubiquitinated by Parkin in a <span class="match term0">PINK1</span>-dependent manner	Other	1	Other	H.sapiens
1747	PJA1_HUMAN	SUZ12_HUMAN	Q8NG27	Q15022	PJA1	SUZ12	MEDLINE	21513699	UbiNet 2.0	RING	1	Training data	H.sapiens
1748	PJA1_HUMAN	FOXR2_HUMAN	Q8NG27	Q6PJQ5	PJA1	FOXR2	MEDLINE	33839405	This current study found that E3 ligase <span class="match term0">PJA1</span> regulates ubiquitin-mediated degradation of <span class="match term1">FOXR2</span> and predicts good outcome of patients with LAC	RING	1	Other	H.sapiens
1749	PJA1_HUMAN	ELF1_HUMAN	Q8NG27	P32519	PJA1	ELF1	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1750	PJA1_HUMAN	EZH2_HUMAN	Q8NG27	Q15910	PJA1	EZH2	MEDLINE	21513699	<span class="match term0">PRAJA1</span> is a ubiquitin ligase for the polycomb repressive complex 2 proteins.	RING	1	Other	H.sapiens
1751	PJA1_HUMAN	MAGD1_HUMAN	Q8NG27	Q9Y5V3	PJA1	MAGED1	UniProt	PJA1_HUMAN	Ubiquitinates <span class="match term1">MAGED1</span> antigen leading to its subsequent degradation by proteosome (By similarity)	RING	1	Training data	H.sapiens
1752	PJA1_HUMAN	TADBP_HUMAN	Q8NG27	Q13148	PJA1	TARDBP	MEDLINE	32686212	These results indicate that <span class="match term0">PJA1</span> is one of the principal E3 ubiquitin ligases for <span class="match term1">TDP-43</span> to counteract its aggregation propensity and could be a potential therapeutic target for ALS and FTLD.	RING	1	Other	H.sapiens
1753	PJA1_HUMAN	SMAD3_HUMAN	Q8NG27	P84022	PJA1	SMAD3	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1754	PJA2_HUMAN	KAP1_HUMAN	O43164	P31321	PJA2	PRKAR1B	MEDLINE	21423175	UbiNet 2.0	RING	1	Training data	H.sapiens
1755	PJA2_HUMAN	KAP2_HUMAN	O43164	P13861	PJA2	PRKAR2A	MEDLINE	21423175	UbiNet 2.0	RING	1	Training data	H.sapiens
1756	PJA2_HUMAN	KAP0_HUMAN	O43164	P10644	PJA2	PRKAR1A	MEDLINE	21423175	UbiNet 2.0	RING	1	Training data	H.sapiens
1757	PJA2_HUMAN	KAP3_HUMAN	O43164	P31323	PJA2	PRKAR2B	MEDLINE	21423175	UbiNet 2.0	RING	1	Training data	H.sapiens
1758	PJA2_HUMAN	KSR1_HUMAN	O43164	Q8IVT5	PJA2	KSR1	MEDLINE	34372882	<span class="match term0">PJA2</span> reduced <span class="match term1">KSR1</span> by ubiquitination	RING	1	Other	H.sapiens
1759	PJA2_HUMAN	PJA2_HUMAN	O43164	O43164	PJA2	PJA2	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1760	PJA2_HUMAN	MFHA1_HUMAN	O43164	Q9Y4C4	PJA2	MFHAS1	MEDLINE	30013073	Correction: Ubiquitylation of <span class="match term1">MFHAS1</span> by the ubiquitin ligase <span class="match term0">praja2</span> promotes M1 macrophage polarization by activating JNK and p38 pathways	RING	1	Other	H.sapiens
1761	PML_HUMAN	H31_HUMAN	P29590	P68431	PML	H3C12	MEDLINE	29471350	29471350	RING	1	Other	H.sapiens
1762	PPARA_HUMAN	BCL2_HUMAN	Q07869	P10415	PPARA	BCL2	MEDLINE	26556865	In this process, <span class="match term0">PPARalpha</span>/C102 was critical for <span class="match term0">PPARalpha</span> binding to BH3 domain of <span class="match term1">Bcl2</span>, subsequently, <span class="match term0">PPARalpha</span> transferred K48-linked polyubiquitin to lysine-22 site of <span class="match term1">Bcl2</span> resulting in its ubiquitination and proteasome-dependent degradation	RING	1	Other	H.sapiens
1763	PPARG_HUMAN	MUC1_HUMAN	P37231	P15941	PPARG	MUC1	MEDLINE	24292674	<span class="match term0">PPARgamma</span> E3 ubiquitin ligase regulates <span class="match term1">MUC1</span>-C oncoprotein stability	RING	1	Other	H.sapiens
1764	PPARG_HUMAN	SELS_HUMAN	P37231	Q9BQE4	PPARG	SELENOS	MEDLINE	30082770	Here, we report that <span class="match term0">PPARgamma</span> directly interacts with both <span class="match term1">SelS</span> and SelK via its ligand-binding domain to induce ubiquitination and degradation of the selenoproteins	RING	1	Other	H.sapiens
1765	PPARG_HUMAN	SELK_HUMAN	P37231	Q9Y6D0	PPARG	SELENOK	MEDLINE	30082770	Here, we report that <span class="match term0">PPARgamma</span> directly interacts with both SelS and <span class="match term1">SelK</span> via its ligand-binding domain to induce ubiquitination and degradation of the selenoproteins	RING	1	Other	H.sapiens
1766	PPARG_HUMAN	TF65_HUMAN	P37231	Q04206	PPARG	RELA	MEDLINE	23250430	The ligand-binding domain of <span class="match term0">PPARgamma</span> interacts with the Rel Homology Domain region of NFkappaB/<span class="match term1">p65</span> to undergo robust ubiquitination and degradation that was independent of <span class="match term0">PPARgamma</span> transcriptional activity	RING	1	Other	H.sapiens
1767	PPIL2_HUMAN	SNAI1_HUMAN	Q13356	O95863	PPIL2	SNAI1	MEDLINE	29352246	U-box ubiquitin ligase <span class="match term0">PPIL2</span> suppresses breast cancer invasion and metastasis by altering cell morphology and promoting <span class="match term1">SNAI1</span> ubiquitination and degradation	UBOX	1	Other	H.sapiens
1768	PRC1_HUMAN	H2A1A_HUMAN	O43663	Q96QV6	PRC1	H2AC1	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1769	PRC1_HUMAN	H2A1H_HUMAN	O43663	Q96KK5	PRC1	H2AC12	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1770	PRC1_HUMAN	H2AX_HUMAN	O43663	P16104	PRC1	H2AX	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1771	PRC1_HUMAN	RING2_HUMAN	O43663	Q99496	PRC1	RNF2	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1772	PRC1_HUMAN	H2AZ_HUMAN	O43663	P0C0S5	PRC1	H2AZ1	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1773	PRC1_HUMAN	H2A1B_HUMAN	O43663	P04908	PRC1	H2AC4	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1774	PRC1_HUMAN	H2A2A_HUMAN	O43663	Q6FI13	PRC1	H2AC18	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1775	PRKN_HUMAN	-	O60260	-	PRKN	cyclin-D	MEDLINE	32296023	UbiNet 2.0	RBR	1	Other	H.sapiens
1776	PRKN_HUMAN	SEPT4_HUMAN	O60260	O43236	PRKN	SEPTIN4	MEDLINE	22792159	UbiNet 2.0	RBR	1	Training data	H.sapiens
1777	PRKN_HUMAN	UBP30_HUMAN	O60260	Q70CQ3	PRKN	USP30	MEDLINE	22199232	E3Net	RBR	1	Other	H.sapiens
1778	PRKN_HUMAN	ATX3_HUMAN	O60260	P54252	PRKN	ATXN3	MEDLINE	22199232	E3Net	RBR	1	Other	H.sapiens
1779	PRKN_HUMAN	CCNE2_HUMAN	O60260	O96020	PRKN	CCNE2	MEDLINE	12628165	UbiNet 2.0	RBR	1	Training data	H.sapiens
1780	PRKN_HUMAN	FAF1_HUMAN	O60260	Q9UNN5	PRKN	FAF1	MEDLINE	23307929	UbiNet 2.0	RBR	1	Training data	H.sapiens
1781	PRKN_HUMAN	SQSTM_HUMAN	O60260	Q13501	PRKN	SQSTM1	MEDLINE	26746706	UbiNet 2.0	RBR	1	Other	H.sapiens
1782	PRKN_HUMAN	BCL2_HUMAN	O60260	P10415	PRKN	BCL2	MEDLINE	20889974	UbiNet 2.0	RBR	1	Training data	H.sapiens
1783	PRKN_HUMAN	VPS35_HUMAN	O60260	Q96QK1	PRKN	VPS35	MEDLINE	29893854	<span class="match term0">Parkin</span> mediates the ubiquitination of <span class="match term1">VPS35</span> and modulates retromer-dependent endosomal sorting.	RBR	1	Other	H.sapiens
1784	PRKN_HUMAN	UCHL1_HUMAN	O60260	P09936	PRKN	UCHL1	MEDLINE	25403879	<span class="match term0">Parkin</span>-mediated K63-polyubiquitination targets <span class="match term1">ubiquitin C-terminal hydrolase L1</span> for degradation by the autophagy-lysosome system.	RBR	1	Other	H.sapiens
1785	PRKN_HUMAN	G37L1_HUMAN	O60260	O60883	PRKN	GPR37L1	MEDLINE	18241051	UbiNet 2.0	RBR	1	Training data	H.sapiens
1786	PRKN_HUMAN	HIF1A_HUMAN	O60260	Q16665	PRKN	HIF1A	MEDLINE	29180628	29180628	RBR	1	Other	H.sapiens
1787	PRKN_HUMAN	MIRO1_HUMAN	O60260	Q8IXI2	PRKN	RHOT1	MEDLINE	26254304	UbiNet 2.0	RBR	1	Other	H.sapiens
1788	PRKN_HUMAN	TBA1B_HUMAN	O60260	P68363	PRKN	TUBA1B	MEDLINE	18195004	UbiNet 2.0	RBR	1	Training data	H.sapiens
1789	PRKN_HUMAN	PTN5_HUMAN	O60260	P54829	PRKN	PTPN5	MEDLINE	25583483	<span class="match term1">STEP61</span> is a substrate of the E3 ligase <span class="match term0">parkin</span> and is upregulated in Parkinson's disease.	RBR	1	Other	H.sapiens
1790	PRKN_HUMAN	MFN2_HUMAN	O60260	O95140	PRKN	MFN2	MEDLINE	20871098	UbiNet 2.0	RBR	1	Training data	H.sapiens
1791	PRKN_HUMAN	ERBB4_HUMAN	O60260	Q15303	PRKN	ERBB4	MEDLINE	15632191	UbiNet 2.0	RBR	1	Training data	H.sapiens
1792	PRKN_HUMAN	CISD1_HUMAN	O60260	Q9NZ45	PRKN	CISD1	MEDLINE	31110043	UbiNet 2.0	RBR	1	Other	H.sapiens
1793	PRKN_HUMAN	PDCD2_HUMAN	O60260	Q16342	PRKN	PDCD2	MEDLINE	22199232	E3Net	RBR	1	Other	H.sapiens
1794	PRKN_HUMAN	TOM20_HUMAN	O60260	Q15388	PRKN	TOMM20	MEDLINE	22199232	E3Net	RBR	1	Other	H.sapiens
1795	PRKN_HUMAN	DDIT4_HUMAN	O60260	Q9NX09	PRKN	DDIT4	MEDLINE	25101677	UbiNet 2.0	RBR	1	Other	H.sapiens
1796	PRKN_HUMAN	VDAC1_HUMAN	O60260	P21796	PRKN	VDAC1	MEDLINE	22199232	E3Net	RBR	1	Other	H.sapiens
1797	PRKN_HUMAN	NLRP3_HUMAN	O60260	Q96P20	PRKN	NLRP3	MEDLINE	33527027	Collectively, <span class="match term0">PARK2</span> negatively regulates <span class="match term1">NLRP3</span> protein via ubiquitination	RBR	1	Other	H.sapiens
1798	PRKN_HUMAN	SERA_HUMAN	O60260	O43175	PRKN	PHGDH	MEDLINE	32478681	<span class="match term0">Parkin</span> ubiquitinates phosphoglycerate dehydrogenase to suppress serine synthesis and tumor progression.	RBR	1	Other	H.sapiens
1799	PRKN_HUMAN	SH3G3_HUMAN	O60260	Q99963	PRKN	SH3GL3	MEDLINE	20064468	UbiNet 2.0	RBR	1	Training data	H.sapiens
1800	PRKN_HUMAN	SYT11_HUMAN	O60260	Q9BT88	PRKN	SYT11	MEDLINE	12925569	UbiNet 2.0	RBR	1	Training data	H.sapiens
1801	PRKN_HUMAN	CHIP_HUMAN	O60260	Q9UNE7	PRKN	STUB1	MEDLINE	22199232	E3Net	RBR	1	Other	H.sapiens
1802	PRKN_HUMAN	B2CL1_HUMAN	O60260	Q07817	PRKN	BCL2L1	MEDLINE	33431795	Mechanism dissection indicates that while androgens/androgen receptor (AR) can decrease BCL-2 expression to induce cell death, yet they can also simultaneously increase anti-apoptosis <span class="match term1">BCL-XL</span> protein expression via decreasing its potential E3 ubiquitin ligase, <span class="match term0">PARK2</span>, through transcriptionally increasing the miR-493-3p expression to target <span class="match term0">PARK2</span>	RBR	1	Other	H.sapiens
1803	PRKN_HUMAN	YAP1_HUMAN	O60260	P46937	PRKN	YAP1	MEDLINE	32863938	Co-IP and ubiquitination assays revealed that <span class="match term0">PARK2</span> could interact with <span class="match term1">YAP</span> in the cytosol and promotes <span class="match term1">YAP</span> K48-linked ubiquitination at K90 sites	RBR	1	Other	H.sapiens
1804	PRKN_HUMAN	HXK1_HUMAN	O60260	P19367	PRKN	HK1	MEDLINE	23068103	Mitochondrial hexokinase <span class="match term1">HKI</span> is a novel substrate of the <span class="match term0">Parkin</span> ubiquitin ligase.	RBR	1	Other	H.sapiens
1805	PRKN_HUMAN	TANK_HUMAN	O60260	Q92844	PRKN	TANK	MEDLINE	31558697	UbiNet 2.0	RBR	1	Other	H.sapiens
1806	PRKN_HUMAN	CCNB1_HUMAN	O60260	P14635	PRKN	CCNB1	MEDLINE	26387737	UbiNet 2.0	RBR	1	Other	H.sapiens
1807	PRKN_HUMAN	NEK2_HUMAN	O60260	P51955	PRKN	NEK2	MEDLINE	26387737	UbiNet 2.0	RBR	1	Other	H.sapiens
1808	PRKN_HUMAN	MIRO2_HUMAN	O60260	Q8IXI1	PRKN	RHOT2	MEDLINE	22078885	UbiNet 2.0	RBR	1	Training data	H.sapiens
1809	PRKN_HUMAN	TRAF6_HUMAN	O60260	Q9Y4K3	PRKN	TRAF6	MEDLINE	31558697	UbiNet 2.0	RBR	1	Other	H.sapiens
1810	PRKN_HUMAN	SH3G2_HUMAN	O60260	Q99962	PRKN	SH3GL2	MEDLINE	20064468	UbiNet 2.0	RBR	1	Training data	H.sapiens
1811	PRKN_HUMAN	FUBP1_HUMAN	O60260	Q96AE4	PRKN	FUBP1	MEDLINE	16672220	UbiNet 2.0	RBR	1	Training data	H.sapiens
1812	PRKN_HUMAN	PLCG1_HUMAN	O60260	P19174	PRKN	PLCG1	MEDLINE	18671761	UbiNet 2.0	RBR	1	Training data	H.sapiens
1813	PRKN_HUMAN	BAX_HUMAN	O60260	Q07812	PRKN	BAX	MEDLINE	22460798	UbiNet 2.0	RBR	1	Training data	H.sapiens
1814	PRKN_HUMAN	ERBB3_HUMAN	O60260	P21860	PRKN	ERBB3	MEDLINE	15632191	UbiNet 2.0	RBR	1	Training data	H.sapiens
1815	PRKN_HUMAN	SYPH_HUMAN	O60260	P08247	PRKN	SYP	MEDLINE	16135753	UbiNet 2.0	RBR	1	Training data	H.sapiens
1816	PRKN_HUMAN	TADBP_HUMAN	O60260	Q13148	PRKN	TARDBP	MEDLINE	23258539	UbiNet 2.0	RBR	1	Training data	H.sapiens
1817	PRKN2_HUMAN	Q99648_HUMAN	O60260	Q99648	PRKN	CDCrel-1	MEDLINE	11078524	hUbiquitome	RING	1	Other	H.sapiens
1818	PRP19_HUMAN	RFA2_HUMAN	Q9UMS4	P15927	PRPF19	RPA2	MEDLINE	24332808	UbiNet 2.0	DWD	1	Other	H.sapiens
1819	PRP19_HUMAN	RFA1_HUMAN	Q9UMS4	P27694	PRPF19	RPA1	MEDLINE	24332808	UbiNet 2.0	DWD	1	Other	H.sapiens
1820	PRP19_HUMAN	YBOX1_HUMAN	Q9UMS4	P67809	PRPF19	YBX1	MEDLINE	33361760	Further studies revealed that circRNA-SORE binds the master oncogenic protein <span class="match term1">YBX1</span> in the cytoplasm, which prevents <span class="match term1">YBX1</span> nuclear interaction with the E3 ubiquitin ligase <span class="match term0">PRP19</span> and thus blocks <span class="match term0">PRP19</span>-mediated <span class="match term1">YBX1</span> degradation	DWD	1	Other	H.sapiens
1821	PRP19_HUMAN	PRPF3_HUMAN	Q9UMS4	O43395	PRPF19	PRPF3	MEDLINE	20595234	UbiNet 2.0	DWD	1	Other	H.sapiens
1822	PTPA_HUMAN	BMI1_HUMAN	Q15257	P35226	PTPA	BMI1	MEDLINE	33463265	<span class="match term0">PP2A</span> mediates the ubiquitination/degradation of <span class="match term1">BMI1</span>, which is revealed by changes in the physical interaction of <span class="match term0">PP2A</span> and <span class="match term1">BMI1</span>	Other	1	Other	H.sapiens
1823	RB40C_HUMAN	RACK1_HUMAN	Q96S21	P63244	RAB40C	RACK1	MEDLINE	30112187	<span class="match term0">RAB40C</span> regulates <span class="match term1">RACK1</span> stability via the ubiquitin-proteasome system	SOCS_VHL_BC-box	1	Other	H.sapiens
1824	RACK1_HUMAN	HIF1A_HUMAN	P63244	Q16665	RACK1	HIF1A	MEDLINE	17244529	<span class="match term0">RACK1</span> competes with HSP90 for binding to <span class="match term1">HIF-1alpha</span> and is required for O(2)-independent and HSP90 inhibitor-induced degradation of <span class="match term1">HIF-1alpha</span>.	Other	1	Other	H.sapiens
1825	RACK1_HUMAN	CLC1B_HUMAN	P63244	Q9P126	RACK1	CLEC1B	MEDLINE	19785988	UbiNet 2.0	Other	1	Other	H.sapiens
1826	RAD18_HUMAN	PCNA_HUMAN	Q9NS91	P12004	RAD18	PCNA	MEDLINE	12226657	<span class="match term1">PCNA</span> is mono-ubiquitinated through RAD6 and <span class="match term0">RAD18</span>, modified by lysine-63-linked multi-ubiquitination--which additionally requires MMS2, UBC13 and RAD5--and is conjugated to SUMO by UBC9	RING	1	Training data	H.sapiens
1827	RAD18_HUMAN	FACD2_HUMAN	Q9NS91	Q9BXW9	RAD18	FANCD2	MEDLINE	20675655	UbiNet 2.0	RING	1	Training data	H.sapiens
1828	RAD18_HUMAN	TP53B_HUMAN	Q9NS91	Q12888	RAD18	TP53BP1	MEDLINE	19228710	<span class="match term0">RAD18</span> associates with <span class="match term1">53BP1</span> and is recruited to DSB sites in a <span class="match term1">53BP1</span>-dependent manner specifically during G1-phase, <span class="match term0">RAD18</span> monoubiquitinates KBD domain of <span class="match term1">53BP1</span> at lysine 1268 in vitro	RING	1	Other	H.sapiens
1829	RAD18_HUMAN	P53_HUMAN	Q9NS91	P04637	RAD18	TP53	MEDLINE	33083020	Mechanistic studies found that LINC00355 that mainly located in the nucleus, acting as a transcriptional activator, promoted transcription of <span class="match term0">RAD18</span> and UBE3C, which both bind to <span class="match term1">P53</span> and mediate the ubiquitination and degradation of <span class="match term1">P53</span>	RING	1	Other	H.sapiens
1830	RAD18_HUMAN	RAD18_HUMAN	Q9NS91	Q9NS91	RAD18	RAD18	MEDLINE	15509568	Multiple ubiquitinated bands of <span class="match term0">Rad18</span> were detected in vitro in the presence of E1, E2 (Rad6), and methylated ubiquitin, indicating that <span class="match term0">Rad18</span> was monoubiquitinated at multiple sites through autoubiquitination	RING	1	Training data	H.sapiens
1831	RAD18_HUMAN	RFC2_HUMAN	Q9NS91	P35250	RAD18	RFC2	MEDLINE	18245774	Furthermore <span class="match term1">RFC2</span> was ubiquitylated by the RAD6-<span class="match term0">RAD18</span> complex in vitro, and its modification was inhibited in the presence of RPA	RING	1	Training data	H.sapiens
1832	RD23A_HUMAN	TWST1_HUMAN	P54725	Q15672	RAD23A	TWIST1	MEDLINE	31487504	Our experiments reveal that: <span class="match term0">HR23A</span> interacts with <span class="match term1">Twist1</span>, and this promotes the ubiquitin-mediated proteasomal degradation of <span class="match term1">Twist1</span>	Other	1	Other	H.sapiens
1833	RAG1_HUMAN	IMA1_HUMAN	P15918	P52292	RAG1	KPNA2	MEDLINE	19118899	This is the first putative substrate identified for the <span class="match term0">RAG1</span> ubiquitin ligase, and to our knowledge it is the first reported case of ubiquitylation of KPNA1	RING	1	Other	H.sapiens
1834	RAG1_HUMAN	IMA5_HUMAN	P15918	P52294	RAG1	KPNA1	MEDLINE	19118899	UbiNet 2.0	RING	1	Training data	H.sapiens
1835	RAG1_HUMAN	H31T_HUMAN	P15918	Q16695	RAG1	H3-4	MEDLINE	20122409	The RING domain of <span class="match term0">RAG1</span> ubiquitylates histone H3: a novel activity in chromatin-mediated regulation of V(D)J joining.	RING	1	Other	H.sapiens
1836	RAG1_HUMAN	RAG1_HUMAN	P15918	P15918	RAG1	RAG1	MEDLINE	14671314	Autoubiquitylation of the V(D)J recombinase protein <span class="match term0">RAG1</span>	RING	1	Training data	H.sapiens
1837	RAG1_HUMAN	C9JYI4_HUMAN	P15918	C9JYI4	RAG1	KPNA1	MEDLINE	19118899	hUbiquitome	RING	1	Other	H.sapiens
1838	RBBP6_HUMAN	GRB2_HUMAN	Q7Z6E9	P62993	RBBP6	GRB2	MEDLINE	34348893	<span class="match term1">GRB2</span> K109 ubiquitination by E3 ubiquitin ligase <span class="match term0">RBBP6</span> releases MRE11 promoting HDR	RING	1	Other	H.sapiens
1839	RBBP6_HUMAN	ZBT38_HUMAN	Q7Z6E9	Q8NAP3	RBBP6	ZBTB38	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1840	RBBP6_HUMAN	YBOX1_HUMAN	Q7Z6E9	P67809	RBBP6	YBX1	MEDLINE	18851979	<span class="match term0">RBBP6</span> interacts with multifunctional protein <span class="match term1">YB-1</span> through its RING finger domain, leading to ubiquitination and proteosomal degradation of <span class="match term1">YB-1</span>	RING	1	Training data	H.sapiens
1841	HOIL1_HUMAN	HOIL1_HUMAN	Q9BYM8	Q9BYM8	RBCK1	RBCK1	MEDLINE	18303026	UbiNet 2.0	RING	1	Training data	H.sapiens
1842	HOIL1_HUMAN	RIPK1_HUMAN	Q9BYM8	Q13546	RBCK1	RIPK1	MEDLINE	22199232	E3Net	RING	1	Other	H.sapiens
1843	HOIL1_HUMAN	TRI25_HUMAN	Q9BYM8	Q14258	RBCK1	TRIM25	MEDLINE	21292167	UbiNet 2.0	RING	1	Training data	H.sapiens
1844	HOIL1_HUMAN	IRF3_HUMAN	Q9BYM8	Q14653	RBCK1	IRF3	MEDLINE	18711448	Furthermore, viral infection leads to induction of <span class="match term0">RBCK1</span> and subsequent degradation of <span class="match term1">IRF3</span>	RING	1	Training data	H.sapiens
1845	HOIL1_HUMAN	NEMO_HUMAN	Q9BYM8	Q9Y6K9	RBCK1	IKBKG	MEDLINE	19675569	UbiNet 2.0	RING	1	Training data	H.sapiens
1846	HOIL1_HUMAN	TAB2_HUMAN	Q9BYM8	Q9NYJ8	RBCK1	TAB2	MEDLINE	17449468	<span class="match term0">RBCK1</span> negatively regulates tumor necrosis factor- and interleukin-1-triggered NF-kappaB activation by targeting <span class="match term1">TAB2</span>/3 for degradation	RING	1	Training data	H.sapiens
1847	HOIL1_HUMAN	TAB3_HUMAN	Q9BYM8	Q8N5C8	RBCK1	TAB3	MEDLINE	17449468	<span class="match term0">RBCK1</span> negatively regulates tumor necrosis factor- and interleukin-1-triggered NF-kappaB activation by targeting TAB2/3 for degradation.	RING	1	Training data	H.sapiens
1848	HOIL1_HUMAN	IREB2_HUMAN	Q9BYM8	P48200	RBCK1	IREB2	MEDLINE	16275334	Through studies analyzing iron-mediated degradation of iron regulatory protein 2 (<span class="match term1">IRP2</span>), a central regulator of iron metabolism in mammalian cells, we have identified a RING finger protein, <span class="match term0">HOIL-1</span>, as an ubiquitin ligase recognizing <span class="match term1">IRP2</span> through a signal created by heme-mediated oxidative modification of the protein	RING	1	Training data	H.sapiens
1849	HOIL1_HUMAN	BACH1_HUMAN	Q9BYM8	O14867	RBCK1	BACH1	MEDLINE	17682061	UbiNet 2.0	RING	1	Training data	H.sapiens
1850	HOIL1_HUMAN	NR1I2_HUMAN	Q9BYM8	O75469	RBCK1	NR1I2	MEDLINE	23160820	UbiNet 2.0	RING	1	Training data	H.sapiens
1851	HOIL1_HUMAN	KPCA_HUMAN	Q9BYM8	P17252	RBCK1	PRKCA	MEDLINE	25118570	UbiNet 2.0	RING	1	Other	H.sapiens
1852	RBX1_HUMAN	RPB1_HUMAN	P62877	P24928	RBX1	POLR2A	MEDLINE	30349055	<span class="match term0">RBX1</span> modifies <span class="match term1">POLR2A</span> by the K63-linked ubiquitination.	RING	1	Other	H.sapiens
1853	RBX1_HUMAN	KS6B1_HUMAN	P62877	P23443	RBX1	RPS6KB1	MEDLINE	18279656	UbiNet 2.0	RING	1	Training data	H.sapiens
1854	RBX1_HUMAN	NF2L2_HUMAN	P62877	Q16236	RBX1	NFE2L2	MEDLINE	23274085	UbiNet 2.0	RING	1	Training data	H.sapiens
1855	RBX1_HUMAN	ESR1_HUMAN	P62877	P03372	RBX1	ESR1	MEDLINE	20130088	UbiNet 2.0	RING	1	Training data	H.sapiens
1856	RBX1_HUMAN	SUFU_HUMAN	P62877	Q9UMX1	RBX1	SUFU	MEDLINE	33499884	Mechanistically, <span class="match term0">ROC1</span> was able to target suppressor of fused homolog (<span class="match term1">SUFU</span>) for ubiquitin-dependent degradation, allowing Gli2 release from the <span class="match term1">SUFU</span> complex to activate the SHH pathway	RING	1	Other	H.sapiens
